"property_number","borough_code","sign_name","category","site_amenities","sector_name","sector_desc","functional_acreage","total_acreage","avghours_2021q1","avghours_2021q2","avghours_2021q3","avghours_2021q4","avgcosts_2021q1","avgcosts_2021q2","avgcosts_2021q3","avgcosts_2021q4","avgdays_2021q1","avgdays_2021q2","avgdays_2021q3","avgdays_2021q4","fixedpost_2021q1","fixedpost_2021q2","fixedpost_2021q3","fixedpost_2021q4","q1work_order_cost","q2work_order_cost","q3work_order_cost","q4work_order_cost"
"B150","B","Kolbert Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 14.19","Districts 14, 19",1.58,1.58,32,14,37,82,420,234,483,1195,5.6,5.9,5.9,6.2,"Yes","No","No","Yes",281,6697,1413,851
"M230","M","Poor Richard's Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Manhattan Sector 10.11","Districts 10, 11",1.58,1.58,19,19,12,37,321,288,161,603,4.4,4.5,5.3,6,"Yes","No","No","Yes",1096,1257,193,367
"X176","X","Taylor Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Bronx Sector 9.10","Districts 9, 10",1.58,1.58,8,9,9,19,135,155,153,309,4.5,6.1,5.8,5.5,"No","No","No","No",689,1361,786,1276
"M283A","M","Battery Park City","Small Park",NA,"Manhattan Sector 1.2","Districts 1, 2",1.56,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B403","B","Harmony Park","Small Park",NA,"Brooklyn Sector 3.4","Districts 3, 4",1.56,1.56,10,15,18,17,151,231,264,274,3.2,4.7,5.2,5.6,"Yes","Yes","Yes","Yes",0,40,2781,1497
"Q460","Q","Broad Channel Park","Small Park","Athletic Facilities,Playground","Queens Sector 14","District 14",1.55,1.55,4,5,6,8,64,74,93,116,4.5,4.5,4.5,4.7,"No","No","No","No",314,190,490,558
"Q390","Q","Clintonville Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 7","District 7",1.55,1.55,3,2,2,3,53,37,42,56,2.8,2.8,3.6,4.1,"No","No","No","No",978,780,181,475
"B178","B","Flatbush Malls","Small Park",NA,"Brooklyn Sector 14.19","Districts 14, 19",1.55,1.55,3,1,3,4,48,21,40,67,2.8,1.1,2.2,2.7,"No","No","No","No",NA,NA,NA,NA
"B237","B","John Hancock Playground","Small Park","Athletic Facilities,Playground","Brooklyn Sector 3.4","Districts 3, 4",1.55,1.55,9,11,8,11,139,168,128,179,2.9,3.7,3.3,4.2,"No","No","No","No",469,103,3,119
"B111A","B","Washington Park","Small Park","Athletic Facilities","Brooklyn Sector 6.7","Districts 6, 7",1.55,1.55,19,14,26,39,358,239,359,558,5.7,5.2,6.2,6.6,"Yes","Yes","Yes","Yes",3004,2160,1018,1111
"Q098","Q","Frank D. O'Connor Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 3.4","Districts 3, 4",1.54,1.54,33,40,44,29,548,620,778,484,6.1,6.5,6.6,5.9,"Yes","Yes","Yes","Yes",975,480,518,379
"R063","R","Old Town Playground","Small Park","Comfort Station,Playground","Staten Island Sector 2.2B","Districts 2, 2B",1.53,1.53,4,5,5,12,70,74,80,169,5.9,5.5,5.2,6.1,"No","No","No","No",3104,7140,5131,17829
"Q423","Q","Reiff Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 5.6","Districts 5, 6",1.53,1.53,4,4,11,15,87,83,157,195,4.5,5.5,4.5,5.5,"No","No","No","No",1271,335,433,2075
"Q335","Q","Russell Sage Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 5.6","Districts 5, 6",1.53,1.53,12,12,8,9,157,167,121,151,5.8,5.8,4.3,4.2,"Yes","Yes","No","No",1197,897,187,155
"M226","M","Augustus St. Gaudens Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Manhattan Sector 6.8.15","Districts 6, 8, 15",1.52,1.52,53,71,79,63,936,1285,1454,1135,5.4,6.7,6.8,6,"Yes","Yes","Yes","Yes",472,1877,872,2309
"R066","R","North Shore Esplanade","Small Park",NA,"Staten Island Sector 1","District 1",1.52,1.52,1,2,1,2,23,34,22,38,2.2,3.2,2.2,2.5,"No","No","No","No",NA,NA,NA,NA
"B210A","B","John Allen Payne Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 6.7","Districts 6, 7",1.51,1.51,38,20,9,46,630,347,148,652,6.5,6,6.5,6.6,"Yes","No","No","Yes",1121,684,1516,972
"X171","X","Spuyten Duyvil Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Bronx Sector 7.8","Districts 7, 8",1.51,1.51,8,6,8,9,132,104,120,158,4.9,5.7,6.3,6,"No","No","No","No",1380,562,225,567
"B215","B","Decatur Playground","Small Park","Athletic Facilities,Playground","Brooklyn Sector 3.4","Districts 3, 4",1.5,1.5,9,19,21,20,132,232,257,256,3.1,4.5,5.2,5,"No","Yes","Yes","Yes",238,185,262,294
"M270","M","Dry Dock Playground","Small Park","Athletic Facilities,Playground","Manhattan Sector 3","District 3",1.5,1.5,3,6,4,9,58,105,74,145,4.6,5.7,4,5.6,"No","No","No","No",524,714,7182,49669
"B243","B","Golconda Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 2","District 2",1.5,1.5,10,12,5,41,124,169,82,633,5.4,3.6,2.7,5.2,"No","No","No","Yes",339,317,21,879
"Q366","Q","Louis C. Moser Playground","Small Park","Athletic Facilities,Playground","Queens Sector 3.4","Districts 3, 4",1.5,1.5,3,4,4,4,53,76,64,67,3.5,3.8,4.1,4.2,"No","No","No","No",544,417,45,143
"Q220F","Q","Maple Grove Park","Small Park",NA,"Queens Sector 8.9","Districts 8, 9",1.5,1.5,2,2,2,4,42,32,34,71,5.1,6,5.4,4.9,"No","No","No","No",0,0,0,292
"B258","B","Brevoort Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 3.4","Districts 3, 4",1.49,1.49,18,12,13,25,225,154,159,334,5.3,5.2,4.8,5.4,"Yes","Yes","Yes","Yes",845,576,1086,1214
"M187","M","Marx Brothers Playground","Small Park","Athletic Facilities","Manhattan Sector 10.11","Districts 10, 11",1.48,1.48,22,13,16,26,296,172,228,410,5.3,4.4,5.2,5.8,"Yes","No","No","No",255,322,63,109
"Q377","Q","Playground Sixty Two LXII","Small Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 5.6","Districts 5, 6",1.48,1.48,8,15,9,11,121,199,144,188,5.5,5.8,5.6,4.8,"Yes","Yes","Yes","Yes",955,318,1414,786
"Q317","Q","Tall Oak Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 11.13","Districts 11, 13",1.48,1.48,2,2,2,2,37,38,37,32,5.5,6.1,5.5,5.3,"No","No","No","No",647,2445,197,160
"Q343","Q","Whitestone Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 7","District 7",1.48,1.48,1,3,2,2,26,48,39,49,2.6,2.7,3.8,4.1,"No","No","No","No",1104,1107,0,125
"Q347","Q","Colden Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 7","District 7",1.47,1.47,21,19,5,6,280,245,89,104,4.3,4.1,4.2,4.2,"Yes","Yes","No","No",350,1367,371,166
"Q360M","Q","Frontera Park","Small Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 5.6","Districts 5, 6",1.47,1.47,8,9,11,28,143,171,148,364,4.5,5.3,4.8,5.5,"No","No","No","Yes",528,2458,978,611
"Q393A","Q","LaGuardia Landing Lights","Small Park","Athletic Facility","Queens Sector 3.4","Districts 3, 4",1.47,1.47,2,2,3,2,23,35,39,39,3,4.5,3.9,3.8,"No","No","No","No",38,306,774,1073
"B157","B","Kelly Park Playground","Small Park","Athletic Facilities,Playground","Brooklyn Sector 11.15","Districts 11, 15",1.45,1.45,17,19,16,31,216,249,212,381,4.7,5.6,5.6,6,"Yes","Yes","Yes","Yes",623,3885,1576,312
"M065","M","Luther Gulick Park","Small Park","Athletic Facilities,Playground","Manhattan Sector 3","District 3",1.45,1.45,3,9,11,9,48,156,183,135,4.6,4.2,4.6,5.5,"No","Yes","Yes","No",299,723,2245,1318
"X041","X","Pulaski Park","Small Park","Athletic Facilities,Playground","Bronx Sector 1.2","Districts 1, 2",1.45,1.45,5,10,10,12,85,148,138,203,3.4,5.7,4.9,4.8,"No","No","No","No",1202,91,67,297
"M108T","M","East River Walk","Small Park",NA,"Manhattan Sector 6.8.15","Districts 6, 8, 15",1.4442,3.09,8,14,14,20,115,200,201,305,2.8,4.4,5,6.5,"No","No","No","Yes",1002,119,86,966
"M200","M","Booker T. Washington Playground","Small Park","Athletic Facilities","Manhattan Sector 7.9","Districts 7, 9",1.44,1.44,12,7,9,14,179,110,132,223,6.4,6.5,6.4,6.5,"No","No","No","No",393,677,121,191
"X185","X","Dunbar Playground","Small Park","Athletic Facilities","Bronx Sector 3.6","Districts 3, 6",1.44,1.44,9,10,13,22,144,180,205,323,6.4,6.3,5.7,6,"No","No","No","No",449,634,12,396
"Q334","Q","Playground Twenty One","Small Park","Athletic Facilities,Playground","Queens Sector 7","District 7",1.44,1.44,2,1,2,3,41,25,33,69,2.4,2.4,3.5,3.2,"No","No","No","No",4413,1336,0,90
"X148H1","X","Prospect Playground","Small Park","Athletic Facilities","Bronx Sector 3.6","Districts 3, 6",1.44,1.44,11,11,4,6,218,163,68,108,3.9,4.8,4.8,5.1,"No","No","No","No",252,111,15,172
"B364","B","Woods Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 8.9","Districts 8, 9",1.44,1.44,15,8,12,46,209,121,184,638,3.8,3.4,5.1,6.2,"No","No","No","Yes",278,303,1403,716
"Q443","Q","Almeda Playground","Small Park","Athletic Facilities,Playground","Queens Sector 14","District 14",1.43,1.43,3,4,4,6,48,57,62,96,4,4.6,4.9,4.5,"No","No","No","No",0,131,0,224
"R126","R","Gaeta Park","Small Park",NA,"Staten Island Sector 1","District 1",1.43,1.43,2,2,2,3,27,36,29,48,3.1,3.2,2.8,3,"No","No","No","No",NA,NA,NA,NA
"B236","B","Glenwood Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 17.18","Districts 17, 18",1.43,1.43,54,45,23,59,703,577,341,971,6.6,6.5,5.6,5.4,"Yes","Yes","No","Yes",1618,268,506,3598
"Q178","Q","Mall Forty Two XLII","Small Park",NA,"Queens Sector 11.13","Districts 11, 13",1.43,1.43,2,2,2,2,36,32,33,44,3.1,3.4,3.5,2.8,"No","No","No","No",NA,NA,NA,NA
"Q220B","Q","Norelli-Hargreaves Playground","Small Park","Athletic Facilities,Playground","Queens Sector 10.12","Districts 10, 12",1.43,1.43,6,5,7,7,115,95,121,122,5,5.4,5.3,5.5,"No","No","No","No",69,39,0,0
"M190","M","Sheltering Arms Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Manhattan Sector 7.9","Districts 7, 9",1.43,1.43,5,10,9,19,87,160,127,278,4.9,6.3,5.2,5.7,"No","No","No","No",4938,1435,4032,50828
"B335","B","Bildersee Playground","Small Park","Athletic Facilities,Comfort Station","Brooklyn Sector 17.18","Districts 17, 18",1.42,1.42,54,47,15,18,690,610,219,247,6.3,6.5,5.5,5.8,"Yes","Yes","No","No",3308,3086,0,238
"Q207","Q","MacDonald Park","Small Park",NA,"Queens Sector 5.6","Districts 5, 6",1.42,1.42,12,16,9,7,160,223,142,121,4.6,5.5,4.2,3.5,"Yes","Yes","No","No",4728,83,1904,135
"B322","B","Pulaski Playground","Small Park","Athletic Facilities,Playground","Brooklyn Sector 3.4","Districts 3, 4",1.42,1.42,19,19,20,20,335,337,342,350,4.5,4.4,4.5,4.5,"Yes","Yes","Yes","Yes",704,111,35,524
"X016","X","Owen F. Dolen Park","Small Park",NA,"Bronx Sector 9.10","Districts 9, 10",1.4,1.4,6,10,10,10,105,157,170,188,5.7,6.7,7,6.7,"No","No","No","No",498,16581,4661,759
"B249","B","Van Dyke Playground","Small Park","Athletic Facilities,Playground","Brooklyn Sector 5.16","Districts 5, 16",1.4,1.4,9,10,11,10,143,171,186,164,2.3,2.6,2.8,3.5,"No","No","No","No",208,77,354,1013
"X095","X","Williamsbridge Square","Small Park",NA,"Bronx Sector 11.12.14","Districts 11, 12, 14",1.4,1.4,18,42,36,31,288,671,580,539,6.6,6.8,7,6.7,"No","No","No","No",1879,844,535,271
"B151","B","Dome Playground","Small Park","Athletic Facilities,Playground","Brooklyn Sector 10.12","Districts 10, 12",1.39,1.39,14,10,9,7,222,160,155,123,4.2,3.3,3.8,2.8,"No","No","No","No",388,155,576,481
"X103","X","People's Park","Small Park","Athletic Facilities,Comfort Station,Playground","Bronx Sector 1.2","Districts 1, 2",1.39,1.39,13,16,16,20,213,257,236,320,4.4,5.9,5.8,5.5,"No","No","No","Yes",412,417,1088,1751
"X219","X","Arcilla Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Bronx Sector 4.5","Districts 4, 5",1.38,1.38,15,14,14,13,255,239,216,209,5.3,5.5,4.9,4.2,"No","No","No","No",998,2090,2223,724
"B223A","B","Dimattina Playground","Small Park","Athletic Facility","Brooklyn Sector 6.7","Districts 6, 7",1.38,1.38,8,7,19,22,107,104,245,330,5.1,6.1,6.6,6.2,"No","No","Yes","Yes",362,318,0,1012
"X233","X","Fountain Of Youth Playground","Small Park","Athletic Facilities,Playground","Bronx Sector 1.2","Districts 1, 2",1.38,1.38,7,10,10,12,108,153,136,197,3,5.9,4.8,4.9,"No","No","No","No",579,249,248,2360
"Q105","Q","Howard Von Dohlen Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 10.12","Districts 10, 12",1.38,1.38,6,27,22,40,105,382,323,524,5.3,5.7,5.3,5.5,"No","Yes","Yes","Yes",660,520,257,116
"R090","R","Lieutenant John H. Martinson Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Staten Island Sector 3","District 3",1.38,1.38,38,39,35,28,676,675,609,478,6.6,6.5,6.5,6.5,"Yes","Yes","Yes","No",3005,772,498,326
"B268","B","Nautilus Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 13","District 13",1.38,1.38,12,5,22,34,162,75,296,437,4.2,2.3,3.6,5.3,"Yes","No","Yes","Yes",2998,1197,0,323
"M079","M","St. Catherine's Park","Small Park","Athletic Facilities,Comfort Station,Playground","Manhattan Sector 6.8.15","Districts 6, 8, 15",1.38,1.38,44,46,47,79,620,657,689,1124,6.5,6.7,6.2,6.5,"Yes","Yes","Yes","Yes",379,1291,902,1198
"X177","X","Castle Hill Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Bronx Sector 9.10","Districts 9, 10",1.37,1.37,7,22,25,32,103,267,308,389,4.6,6,6.2,5.7,"No","Yes","Yes","Yes",738,2465,85,202
"M208E","M","Crack Is Wack Playground","Small Park","Athletic Facilities","Manhattan Sector 10.11","Districts 10, 11",1.37,1.37,5,7,4,21,72,98,58,331,3.4,4.8,3.9,4.5,"No","No","No","No",224,25,4,36
"B223G","B","Hillside Dog Park","Small Park",NA,"Brooklyn Sector 2","District 2",1.37,1.37,9,8,6,17,128,106,86,242,6.4,5.2,3.8,4.6,"Yes","Yes","Yes","Yes",60,181,0,179
"R111","R","Lt. Lia Playground","Small Park","Playground","Staten Island Sector 1","District 1",1.37,1.37,4,7,7,8,61,116,103,125,4.4,6.2,5,5.5,"No","No","No","No",318,1186,459,269
"B127","B","Martinez Playground","Small Park","Athletic Facilities","Brooklyn Sector 1","District 1",1.37,1.37,9,12,7,9,151,209,111,154,6.5,6.3,5.5,5.3,"No","No","No","No",116,77,194,284
"Q220E","Q","Playground One Forty","Small Park","Playground","Queens Sector 10.12","Districts 10, 12",1.37,1.37,8,7,6,7,145,133,109,132,5.2,5.4,5.3,5.4,"No","No","No","No",2726,1151,0,77
"B192","B","Russell Pedersen Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 10.12","Districts 10, 12",1.37,1.37,7,7,12,20,106,117,160,316,2.6,2.9,3.5,4.8,"No","No","Yes","Yes",2159,1317,701,540
"B223DA","B","Adam Yauch Park","Small Park","Athletic Facilities,Playground","Brooklyn Sector 2","District 2",1.36,1.36,7,9,4,9,89,137,60,148,4.8,3.8,2.9,3.5,"No","No","No","No",395,549,36,403
"X148H","X","Admiral Farragut Playground","Small Park","Athletic Facility,Playground","Bronx Sector 3.6","Districts 3, 6",1.36,1.36,10,13,4,5,182,198,66,97,4.1,5.6,4.5,5,"No","No","No","No",191,412,304,572
"B044","B","Dr. Ronald McNair Park","Small Park",NA,"Brooklyn Sector 8.9","Districts 8, 9",1.36,1.36,8,9,9,16,144,170,150,273,5.1,5.8,5.2,5.9,"No","No","No","No",140,319,66,190
"B429","B","Hope Ballfield","Small Park","Athletic Facility","Brooklyn Sector 3.4","Districts 3, 4",1.36,1.36,31,35,18,14,437,511,325,225,5.4,5.8,4.4,4.2,"Yes","Yes","Yes","No",559,89,310,88
"R034","R","Austin J. McDonald Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Staten Island Sector 1","District 1",1.35,1.35,7,9,11,13,117,156,179,204,5.1,6.4,6.4,5.8,"No","No","No","No",1833,1890,77,84
"Q314","Q","Fresh Meadows Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 8.9","Districts 8, 9",1.35,1.35,3,4,5,10,57,73,90,172,3.8,4.5,5.2,5.4,"No","No","No","No",1517,2196,7,1015
"Q318","Q","Playground Eighty LXXX","Small Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 11.13","Districts 11, 13",1.35,1.35,59,18,3,5,718,231,49,79,6.7,3.9,3.5,4.1,"Yes","No","No","No",393,155,316,526
"B293","B","Classon Playground","Small Park","Athletic Facilities,Playground","Brooklyn Sector 2","District 2",1.34,1.34,11,10,5,16,127,146,80,250,5.2,4.4,3.5,4.7,"No","No","No","No",258,155,0,119
"X284","X","Printers Park","Small Park","Playground","Bronx Sector 1.2","Districts 1, 2",1.34,1.34,8,12,9,18,132,192,149,333,2.1,4.6,4.4,5.9,"No","No","No","No",636,1729,1349,1520
"M245","M","Renaissance Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Manhattan Sector 10.11","Districts 10, 11",1.34,1.34,38,22,12,33,653,384,202,541,5.4,4.1,2.8,4.2,"Yes","Yes","No","Yes",1214,914,264,149
"B284","B","Marc And Jason's Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 8.9","Districts 8, 9",1.33,1.33,26,38,35,44,421,585,541,726,5.7,6.2,4.9,5.5,"Yes","Yes","Yes","Yes",1252,254,790,1040
"B360","B","Remsen Playground","Small Park","Athletic Facilities,Playground","Brooklyn Sector 17.18","Districts 17, 18",1.33,1.33,5,8,10,11,70,114,150,149,2.2,3.2,4,3.2,"No","No","No","No",441,184,294,199
"M095A","M","Broadway Malls","Small Park",NA,"Manhattan Sector 12.12A","Districts 12, 12A",1.3248,1.14,18,24,27,30,253,371,384,419,5.6,5.6,5.5,6.2,"No","No","No","No",20,0,18,40
"X169","X","Agnes Haywood Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Bronx Sector 11.12.14","Districts 11, 12, 14",1.32,1.32,12,11,14,30,236,176,226,487,4.6,4.6,5.7,5.2,"No","No","No","Yes",344,47,706,1627
"Q378","Q","Ampere Playground","Small Park","Athletic Facility,Comfort Station,Playground","Queens Sector 8.9","Districts 8, 9",1.32,1.32,15,9,12,4,200,135,159,73,5.6,6.8,5.8,5.1,"No","No","No","No",304,910,35,786
"X029","X","Lyons Square Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Bronx Sector 1.2","Districts 1, 2",1.32,1.32,9,14,12,19,145,217,184,300,2.4,5.2,4.5,5.8,"No","No","No","Yes",1118,2279,1665,451
"B110","B","Marion Hopkinson Playground","Small Park","Athletic Facility,Comfort Station,Playground","Brooklyn Sector 5.16","Districts 5, 16",1.32,1.32,40,30,19,28,575,465,282,369,5.8,5.8,5,5.1,"Yes","Yes","Yes","Yes",519,403,653,1009
"B262","B","Potomac Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 3.4","Districts 3, 4",1.32,1.32,14,31,12,25,211,424,190,342,3.3,4.1,3.6,4.4,"No","Yes","No","Yes",2376,1546,147,2925
"R019","R","Veterans Park","Small Park",NA,"Staten Island Sector 1","District 1",1.32,1.32,8,9,7,9,135,154,113,129,5.1,6,6,5.4,"No","No","No","No",674,42,0,0
"M094A","M","Broadway Malls","Small Park",NA,"Manhattan Sector 7.9","Districts 7, 9",1.3125,1.3,6,11,12,16,97,169,183,246,3.1,4.5,4.2,4.3,"No","No","No","No",45,40,20,214
"B255F","B","Detective Joseph Mayrose Park","Small Park",NA,"Brooklyn Sector 6.7","Districts 6, 7",1.31,1.31,9,10,14,14,110,140,200,230,4.3,4.6,6,5.7,"Yes","Yes","Yes","Yes",127,310,167,97
"Q053","Q","Equity Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 8.9","Districts 8, 9",1.31,1.31,29,32,26,3,521,578,435,71,6,7,6.2,4.8,"Yes","Yes","Yes","No",1321,561,465,675
"Q298","Q","Paul Raimonda Playground","Small Park","Athletic Facilities,Playground","Queens Sector 1.2","Districts 1, 2",1.31,1.31,7,9,11,10,105,137,185,164,5,6,5.7,6.1,"No","No","No","No",156,389,184,587
"R105","R","Prall Playground","Small Park","Athletic Facilities,Comfort Station","Staten Island Sector 1","District 1",1.31,1.31,6,8,10,9,103,127,165,143,5.6,6.6,6.5,5.5,"No","No","No","No",1659,0,0,219
"Q379","Q","Briarwood Playground","Small Park","Athletic Facilities,Playground","Queens Sector 8.9","Districts 8, 9",1.3,1.3,3,4,3,4,54,88,63,62,2.3,2.7,3.4,3.1,"No","No","No","No",305,216,0,165
"B232","B","Dean Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 8.9","Districts 8, 9",1.3,1.3,32,16,15,53,412,216,206,662,5.3,5.2,5.1,5.9,"Yes","Yes","Yes","Yes",1232,588,399,2223
"Q428","Q","Horace Harding Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 5.6","Districts 5, 6",1.3,1.3,13,21,27,23,169,276,352,346,5.1,6,5.5,4.8,"Yes","Yes","Yes","Yes",2059,959,287,537
"Q021C","Q","Seven Gables Playground","Small Park","Athletic Facilities,Playground","Queens Sector 11.13","Districts 11, 13",1.3,1.3,1,2,2,2,25,42,30,43,5.2,5.5,5.4,5,"No","No","No","No",208,28,0,104
"Q066B","Q","Triborough Bridge Playground B","Small Park","Athletic Facilities,Comfort Station,Playground","Queens Sector 1.2","Districts 1, 2",1.3,1.3,8,8,7,12,123,133,127,196,5.7,6.2,5.8,5.8,"Yes","Yes","Yes","Yes",1000,300,397,442
"B310","B","Bushwick Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Brooklyn Sector 1","District 1",1.29,1.29,9,11,12,10,156,187,199,171,6.1,6.6,6,5.1,"No","No","No","No",436,569,12494,103717
"R087","R","Dongan Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Staten Island Sector 2.2B","Districts 2, 2B",1.29,1.29,4,6,7,18,77,95,128,347,5.9,5.6,5.2,5.9,"No","No","No","No",3901,1387,425,3355
"M258","M","East River Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Manhattan Sector 6.8.15","Districts 6, 8, 15",1.29,1.29,37,44,51,40,455,539,624,570,4.9,6.7,6.9,6.6,"Yes","Yes","Yes","Yes",696,342,1150,1401
"M132","M","Little Flower Playground","Small Park","Athletic Facilities,Comfort Station,Playground","Manhattan Sector 3","District 3",1.29,1.29,11,5,9,26,175,77,135,358,4.6,4.8,4.6,6.4,"Yes","No","No","Yes",13685,25089,4,616
